PLAYER,SEASON,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,ALLSTAR
Luka Doncic,2022,DAL,24,50,28,22,36.5,33.3,11.2,22.2,50.5,2.7,7.8,34.9,8.1,11.1,73,0.9,7.9,8.8,8.1,3.7,1.5,0.5,2.7,58.5,27,10,2.4,1
Joel Embiid,2022,PHI,29,45,30,15,34.9,33.1,11,20.5,53.7,1.1,3.1,35.5,9.9,11.6,85.8,1.8,8.4,10.2,4.1,3.5,1.2,1.5,3.2,55.8,29,1,6.7,1
Giannis Antetokounmpo,2022,MIL,28,47,35,12,33.1,31.8,11.3,21,53.8,0.8,3,27,8.4,13,64.6,2.3,9.9,12.2,5.4,4,0.8,0.8,3.4,55.2,35,3,5.1,1
Damian Lillard,2022,POR,32,46,23,23,36.2,31.4,9.5,20.2,46.7,4.2,11.2,37.2,8.3,9.1,91.6,0.6,3.7,4.3,7.3,3.2,0.8,0.3,1.9,47.7,13,1,2.4,1
Shai Gilgeous-Alexander,2022,OKC,24,53,25,28,35.4,30.8,10.2,20.1,50.8,0.9,2.6,34.3,9.5,10.5,91.2,0.9,3.8,4.7,5.7,2.9,1.6,1.1,2.7,50.2,3,0,2.7,1
Jayson Tatum,2022,BOS,25,55,40,15,37.3,30.6,9.9,21.4,46.4,3.3,9.3,35.7,7.4,8.6,86.4,1,7.6,8.6,4.5,2.9,1,0.8,2.2,50.3,22,1,7.3,1
LeBron James,2022,LAL,38,45,22,23,36.3,30,11.5,22.6,50.8,2.2,7,31,4.8,6.4,76.2,1.1,7.3,8.4,7,3.2,1,0.6,1.6,52,16,1,2.8,1
Kevin Durant,2022,PHX,34,39,26,13,36,29.7,10.5,18.8,55.9,1.8,4.8,37.6,6.8,7.3,93.4,0.4,6.4,6.7,5.3,3.5,0.8,1.5,2.4,49.1,5,1,4.8,1
Stephen Curry,2022,GSW,35,38,20,18,34.5,29.4,9.8,19.8,49.5,4.9,11.4,42.7,5,5.4,92.2,0.6,5.8,6.3,6.4,3.2,1,0.4,2.2,47.6,11,1,4.3,1
Ja Morant,2022,MEM,23,48,31,17,32.7,27.3,9.7,20.8,46.6,1.7,5.3,32,6.2,8.5,73.6,1.2,4.8,6,8.3,3.5,1,0.3,1.8,47.4,17,5,4.9,1
Donovan Mitchell,2022,CLE,26,50,33,17,35.5,27.3,9.5,19.8,48,3.6,9.4,38.7,4.7,5.3,87.3,0.9,3.1,4.1,4.9,2.7,1.5,0.4,2.3,42.4,4,0,5.3,1
Kyrie Irving,2022,DAL,31,44,26,18,37.1,27.2,10,20.3,49,3.3,8.7,37.9,4,4.5,89.3,1,4.1,5.1,5.4,2.3,1,0.8,2.8,44.7,4,0,3.5,1
Trae Young,2022,ATL,24,52,27,25,35.4,26.7,8.4,19.7,42.8,2.2,6.7,32.4,7.7,8.7,88.5,0.7,2.2,2.9,10.3,4.1,1,0.2,1.5,45.1,30,0,1.7,0
Devin Booker,2022,PHX,26,33,21,12,33.9,26.6,9.5,20.1,47.6,2.2,6.2,35.8,5.3,6.2,84.9,0.7,3.8,4.5,5.5,2.5,0.9,0.4,2.9,41.6,3,0,4.5,0
Jaylen Brown,2022,BOS,26,48,33,15,35.6,26.5,9.9,20.2,48.7,2.5,7.6,33.1,4.3,5.5,77.9,1.2,5.8,7,3.2,3,1.1,0.5,2.7,41.4,8,0,3.6,1
Anthony Davis,2022,LAL,30,35,16,19,33.4,26,9.8,17.5,56.2,0.4,1.5,25,6,7.3,82,3.3,9.1,12.3,2.5,2.1,1.2,2,2.7,51.9,26,0,1.6,0
Zion Williamson,2022,NOP,22,29,17,12,33,26,9.8,16.2,60.8,0.2,0.7,36.8,6.1,8.6,71.4,2,5,7,4.6,3.4,1.1,0.6,2.2,42.8,5,0,5.1,1
DeMar DeRozan,2022,CHI,33,53,25,28,36.3,25.4,9.1,18,50.7,0.5,1.6,31.8,6.6,7.5,88.1,0.4,4.2,4.7,5.1,2.2,1,0.5,2.7,40.8,3,0,0.9,1
Pascal Siakam,2022,TOR,29,49,23,26,37.6,25.2,9.1,18.8,48.2,1.4,4.1,34.3,5.7,7.5,76.5,1.9,5.9,7.8,6.1,2.6,0.8,0.6,3.4,45.3,16,2,1.9,1
Anthony Edwards,2022,MIN,21,61,31,30,36.2,24.9,9,19.4,46.4,2.7,7.3,36.4,4.3,5.5,77.6,0.6,5.3,5.9,4.5,3.4,1.6,0.6,2.5,42.1,7,0,0.9,1
Lauri Markkanen,2022,UTA,26,54,27,27,34.3,24.9,8.4,16.4,51.3,3,7.4,41.3,5,5.7,87.7,1.8,6.8,8.6,1.8,1.8,0.6,0.6,2.1,39.8,22,0,2.6,1
De'Aaron Fox,2022,SAC,25,52,31,21,34,24.8,9.2,18.2,50.7,1.5,4.7,32.5,4.8,6.1,79.7,0.5,3.8,4.3,6.2,2.7,1.1,0.3,2.5,40.8,9,0,2.4,1
Julius Randle,2022,NYK,28,60,33,27,35.9,24.8,8.4,18.2,46,2.7,8,33.8,5.3,7,75.5,2.2,8.6,10.8,4.1,2.8,0.7,0.3,3.1,43.9,38,0,1.9,1
Nikola Jokic,2022,DEN,28,51,38,13,33.6,24.7,9.4,14.9,63.2,0.8,2.2,39.1,5.1,6.2,82.2,2.1,9.4,11.5,10.1,3.5,1.3,0.7,2.6,56,41,21,10.4,1
Zach LaVine,2022,CHI,28,55,25,30,36,24,8.3,17.9,46.5,2.7,7.4,36.9,4.6,5.5,83.6,0.5,4.4,4.9,4.1,2.6,1,0.2,2.3,36.9,2,0,-0.6,0
Jalen Brunson,2022,NYK,26,56,31,25,35.1,23.9,8.6,17.7,48.5,1.9,4.6,41.1,4.9,5.9,83.8,0.6,3,3.6,6.2,2,0.9,0.3,2.3,39.1,4,0,1.5,0
LaMelo Ball,2022,CHA,21,33,10,23,35.4,23.3,8.3,20.3,40.8,3.9,10.6,36.5,2.9,3.3,86.4,1.2,5.1,6.3,8.4,3.5,1.3,0.3,3.4,45,15,3,-5.4,0
Paul George,2022,LAC,33,44,27,17,34.2,23.3,8.1,17.6,46.1,3,7.7,38.2,4.1,4.7,87.4,0.7,5.4,6.1,5.3,3.3,1.5,0.3,2.7,40.5,6,1,3.2,1
Bradley Beal,2022,WAS,30,36,20,16,32.9,23.1,8.8,16.9,52,1.8,4.7,37.5,3.8,4.4,85.4,0.8,2.7,3.5,5.2,2.8,0.9,0.6,1.9,36.9,1,0,1.8,0
Kristaps Porzingis,2022,WAS,27,50,22,28,32.5,22.8,7.4,15.3,48.7,2,5.4,37,5.9,7,84.3,1.9,6.7,8.6,2.5,2.2,0.9,1.5,3.1,42,17,0,1.2,0
Brandon Ingram,2022,NOP,25,24,12,12,32.2,22.4,8.1,17.3,46.9,1.5,3.8,40.7,4.7,5.4,87.6,0.5,4.5,5,4.9,3.3,0.8,0.5,2.5,36.1,1,0,1.6,0
Kawhi Leonard,2022,LAC,32,34,23,11,32.4,22.1,8.1,16.2,49.7,1.7,4.4,38,4.3,5,87,1.2,5,6.2,4,1.5,1.4,0.5,1.4,39.8,1,0,5.6,0
Keldon Johnson,2022,SAS,23,52,13,39,32.6,21.8,7.8,17.4,44.4,2.2,6.6,32.8,4.2,5.4,77.8,0.9,3.9,4.7,2.7,2.1,0.7,0.2,1.9,32.1,3,0,-8.6,0
Bojan Bogdanovic,2022,DET,34,56,15,41,32.1,21.8,7.3,14.9,49.1,2.4,6,40.7,4.7,5.3,88.3,0.6,3.1,3.7,2.6,2.3,0.6,0.1,1.9,29.9,0,0,-5.7,0
Jalen Green,2022,HOU,21,54,11,43,33.9,21.8,7.3,17.8,40.9,2.5,7.6,33.3,4.7,5.9,78.8,0.6,3.4,4,3.6,2.9,0.8,0.2,1.7,32.1,0,0,-7.4,0
Terry Rozier,2022,CHA,29,49,13,36,35.6,21.8,8.1,19.3,41.9,2.7,8.2,33.3,2.9,3.5,82,1,3.3,4.3,4.9,2.1,1.1,0.3,1.9,36.2,1,0,-4.9,0
Darius Garland,2022,CLE,23,51,28,23,35.2,21.7,7.5,16.1,46.8,2.5,6.1,41.9,4.2,4.8,86.2,0.4,2.3,2.7,8,3,1.3,0.1,2.2,38.1,15,0,5.5,0
Jimmy Butler,2022,MIA,33,44,24,20,33.7,21.7,7.2,14.2,50.7,0.5,1.7,30.3,6.8,8,85.1,2.2,3.8,6,5.1,1.7,2,0.4,1.3,41.9,6,0,1.3,0
Bam Adebayo,2022,MIA,25,54,29,25,35.3,21.6,8.5,15.7,54.4,0,0.2,9.1,4.5,5.6,80.5,2.7,7.3,10,3.3,2.5,1.2,0.8,2.8,42,28,0,2.7,1
Desmond Bane,2022,MEM,25,35,22,13,31.2,21.5,7.5,16.1,46.5,3,7.1,42.7,3.4,3.8,90.2,0.7,4.2,4.9,4.2,2.2,1,0.4,2.5,35.5,1,0,5.8,0
James Harden,2022,PHI,33,41,28,13,36.4,21.4,6.5,14.5,45.1,2.8,7.2,38.9,5.5,6.4,86.3,0.5,5.6,6.2,10.8,3.4,1.2,0.6,2,47,26,4,5,0
Klay Thompson,2022,GSW,33,46,24,22,32.8,21.4,7.7,18.3,42.1,4.2,10.6,39.8,1.8,2,88,0.7,3.2,3.9,2.5,1.7,0.7,0.3,2,31.1,0,0,2.1,0
Kyle Kuzma,2022,WAS,27,53,26,27,34.9,21.4,8.1,17.9,45.1,2.6,7.6,33.7,2.7,3.7,71.9,1,6.6,7.6,3.9,2.9,0.5,0.5,2.3,36.3,12,1,1.6,0
Anfernee Simons,2022,POR,24,56,27,29,35.5,21.4,7.6,16.9,45,3.5,9.2,38.1,2.6,2.9,91.3,0.3,2.4,2.7,4.2,2.2,0.7,0.2,2.4,31.5,0,0,-0.7,0
CJ McCollum,2022,NOP,31,52,26,26,35,21.1,7.9,18.2,43.5,2.8,7.4,38.5,2.5,3.1,79.6,0.8,3.6,4.3,5.9,2.6,1,0.6,1.9,37.3,4,0,0.3,0
Jordan Clarkson,2022,UTA,31,58,28,30,32.5,21,7.6,17,44.6,2.6,7.6,34.5,3.3,4,81.8,1.2,2.9,4.1,4.2,3,0.5,0.2,1.9,31.5,2,0,0.5,0
Jordan Poole,2022,GSW,24,58,29,29,30.7,20.9,7.1,16.2,44,2.7,8,33.5,4,4.7,86,0.4,2.4,2.8,4.5,3.3,0.8,0.2,2.7,31,1,0,-1.2,0
Karl-Anthony Towns,2022,MIN,27,21,10,11,33.8,20.8,7.3,14.4,50.5,1.8,5.6,32.5,4.4,5,88.5,1.7,6.5,8.2,5.3,3.1,0.8,0.7,3.9,39.7,8,0,-0.8,0
Jerami Grant,2022,POR,29,54,25,29,35.7,20.8,7.1,14.6,48.4,2.3,5.6,40.6,4.3,5.3,80.6,0.9,3.5,4.3,2.3,1.8,0.8,0.8,2.4,32.5,1,0,0.1,0
Dejounte Murray,2022,ATL,26,54,27,27,36.5,20.7,8.3,18,46.2,2,5.6,36.3,2.1,2.5,83.6,0.7,4.8,5.5,6.1,2.2,1.5,0.3,1.5,39.8,7,1,-0.3,0
Tyler Herro,2022,MIA,23,45,25,20,35.4,20.6,7.5,17.1,43.7,3,8.1,36.9,2.6,2.8,92.2,0.5,5.3,5.7,4.4,2.5,0.9,0.3,1.7,35.2,6,1,2.5,0
Jamal Murray,2022,DEN,26,45,32,13,32.5,20.2,7.4,16,46.1,2.4,6.1,39.6,3.1,3.7,83.3,0.8,3.4,4.1,5.8,2.1,1,0.2,1.3,35.3,3,1,5.4,0
Kelly Oubre Jr.,2022,CHA,27,35,10,25,32.6,20.2,7.5,17.8,42.1,2.3,7.4,30.8,2.9,4,71.4,1.5,3.6,5.1,1.2,1.3,1.6,0.4,3,32.7,2,0,-6.7,0
Cade Cunningham,2022,DET,21,12,3,9,33.3,19.9,7.8,18.7,41.5,1.4,5.1,27.9,3,3.6,83.7,1,5.2,6.2,6,3.3,0.8,0.6,2.8,37.3,3,0,-5,0
Tyrese Haliburton,2022,IND,23,48,24,24,33.4,19.9,7.2,15,48.1,2.9,7.2,39.9,2.6,3.1,86.4,0.7,3.1,3.8,10.1,2.6,1.8,0.4,1.2,43.3,26,0,-1,1
Paolo Banchero,2022,ORL,20,52,21,31,33.7,19.9,6.5,15.5,41.9,1.2,4.2,28.1,5.7,7.6,75.3,1.2,5.5,6.6,3.6,2.7,0.9,0.5,2.3,34.8,10,0,-3.2,0
Tyrese Maxey,2022,PHI,22,38,25,13,32.8,19.8,7.1,15.6,45.5,2.3,5.9,39.4,3.2,4,80.8,0.4,2.4,2.8,3.6,1.5,0.8,0.1,2.1,30,0,0,3.6,0
RJ Barrett,2022,NYK,23,53,28,25,34.5,19.7,7,16.3,42.8,1.8,5.5,32.3,4,5.4,74.7,0.9,4.3,5.2,2.8,2.2,0.5,0.2,2.6,29.8,2,0,-1.2,0
Fred VanVleet,2022,TOR,29,50,24,26,36.9,19.7,6.4,16.3,39.4,3,8.7,34.4,3.8,4.3,89.3,0.5,3.8,4.3,6.6,1.9,1.6,0.6,2.9,39.5,6,1,1.2,0
Jrue Holiday,2022,MIL,33,47,35,12,33,19.4,7.3,15.9,46.2,2.4,6.3,37.7,2.4,2.7,86.8,1.3,4,5.2,7.1,3.1,1.3,0.4,1.9,38.4,12,0,5.8,1
Devin Vassell,2022,SAS,22,29,8,21,31.3,19.4,7.1,16,44.5,2.8,7,40.4,2.4,3,79.3,0.2,3.8,4,3.6,1.6,1.2,0.4,1.4,32.9,0,0,-7.7,0
Kevin Porter Jr.,2022,HOU,23,40,10,30,34,19.2,6.7,15.4,43.7,2.2,6.4,34.6,3.5,4.6,76.6,1.4,4.1,5.5,5.6,3.6,1.3,0.4,2.7,35.8,6,0,-6.5,0
Franz Wagner,2022,ORL,21,58,23,35,33.2,18.9,6.9,14.2,48.4,1.7,4.5,36.6,3.4,4.2,83,0.9,3,3.9,3.5,2.1,0.9,0.2,2.3,30.1,0,0,0.6,0
Domantas Sabonis,2022,SAC,27,55,31,24,34.6,18.8,7.1,11.6,61.1,0.4,1.2,34.8,4.2,5.5,76.4,3,9.3,12.3,6.9,2.9,0.8,0.5,3.7,44.9,45,6,3,1
Deandre Ayton,2022,PHX,24,51,24,27,30.2,18.7,8.2,13.7,59.3,0.1,0.5,30.4,2.3,3.1,73.6,2.8,7.3,10.1,2,1.9,0.6,0.7,2.8,35.9,29,0,-1.3,0
Gary Trent Jr.,2022,TOR,24,50,23,27,33.6,18.6,6.5,14.8,44.2,2.6,7.2,36.9,2.9,3.5,83.4,0.4,2.2,2.6,1.6,0.9,1.7,0.3,1.7,29,0,0,-0.2,0
D'Angelo Russell,2022,LAL,27,57,29,28,32.8,17.9,6.2,13.5,46.4,2.7,6.9,39,2.7,3.2,85,0.5,2.5,3.1,6.2,2.7,1.1,0.4,2.1,32.4,7,0,-0.6,0
Nikola Vucevic,2022,CHI,32,59,26,33,34,17.9,7.3,14.2,51.6,1.7,4.7,35.6,1.6,1.9,82.1,2.1,9.4,11.5,3.4,1.7,0.7,0.8,2.3,39.4,37,1,-1.3,0
Christian Wood,2022,DAL,27,48,26,22,27.7,17.8,6.4,12.2,52.8,1.8,4.6,37.8,3.1,4.1,75.8,1.4,6.6,8,1.8,1.9,0.5,1.2,2.7,32.9,10,0,0,0
Spencer Dinwiddie,2022,BKN,30,57,30,27,34.1,17.7,5.9,13.1,45.2,2.6,6.4,39.9,3.4,4.1,82.7,0.4,2.8,3.2,5.3,1.7,0.8,0.3,2.4,31,1,0,-0.8,0
Mikal Bridges,2022,BKN,26,59,31,28,36.3,17.6,6.5,13.8,46.8,1.8,4.7,39.6,2.9,3.2,89.4,1.1,3.4,4.4,3.6,1.4,1.2,0.8,2,32.8,1,0,0.7,0
Myles Turner,2022,IND,27,50,23,27,29.8,17.5,6.2,11.7,53.5,1.6,4.1,38,3.5,4.5,78.5,1.6,6.4,8,1.3,1.6,0.6,2.3,3.3,36.3,17,0,0.3,0
Buddy Hield,2022,IND,30,60,26,34,32,17.5,6.2,13.7,45.3,3.8,9,42.6,1.3,1.5,87,0.9,4.1,4.9,2.7,1.9,1.1,0.3,2,30,3,0,-0.9,0
Aaron Gordon,2022,DEN,27,49,35,14,30.3,17.3,6.6,11.2,58.7,1,2.6,39.7,3.1,5,62.3,2.4,4.4,6.9,2.9,1.6,0.8,0.8,1.9,33,10,0,8.7,0
Bennedict Mathurin,2022,IND,21,60,26,34,28.2,17.2,5.5,12.7,42.9,1.4,4.3,31.9,4.9,6,82.9,1.1,3,4.1,1.4,1.8,0.6,0.1,2,24.5,0,0,-1.6,0
Andrew Wiggins,2022,GSW,28,37,19,18,32.2,17.1,6.8,14.3,47.3,2.4,6.1,39.6,1.2,1.9,61.1,1.6,3.4,5,2.3,1.3,1.2,0.8,2.9,31.2,3,0,3.2,0
Norman Powell,2022,LAC,30,50,27,23,25.8,17,5.7,11.7,48.6,2,4.8,41.7,3.6,4.5,80.5,0.4,2.7,3.1,1.8,1.6,0.8,0.3,2,25.2,0,0,-2.1,0
Jaren Jackson Jr.,2022,MEM,23,40,25,15,27.2,16.9,6.1,12.1,50.2,1.6,4.4,35.6,3.3,4.2,77.5,1.7,5,6.7,0.9,1.6,1.1,3.3,3.4,37.8,5,0,7.2,1
OG Anunoby,2022,TOR,25,45,21,24,35.8,16.9,6.3,13.7,45.7,1.9,5.2,36.6,2.4,3,82.1,1.5,4,5.5,2,2.2,2.1,0.8,3,32.9,2,0,1,0
Michael Porter Jr.,2022,DEN,25,42,30,12,29.4,16.8,6.2,13,47.6,2.9,7.2,40.6,1.5,1.9,79,0.9,4.4,5.4,1,1.1,0.7,0.5,2.3,27.3,1,0,7.9,0
Josh Giddey,2022,OKC,20,52,23,29,30.8,16.3,7,14.4,48.9,0.9,3,31.6,1.3,1.6,78.6,1.9,5.8,7.8,5.9,3,0.8,0.5,2.1,35.1,19,2,-1.3,0
Russell Westbrook,2022,LAC,34,52,25,27,28.7,15.9,5.8,14,41.7,1.2,4.1,29.6,3,4.6,65.5,1.1,5,6.2,7.5,3.5,1,0.4,2.3,35.4,17,4,-0.8,0
De'Andre Hunter,2022,ATL,25,49,27,22,32,15.9,5.7,12.4,46,1.6,4.4,35.9,2.9,3.5,82.9,0.7,3.7,4.4,1.4,1.2,0.6,0.2,3,24.3,1,0,1,0
Evan Mobley,2022,CLE,22,59,36,23,34.2,15.7,6.5,11.7,55.1,0.2,1.2,19.4,2.6,3.7,69.4,2.4,6.5,8.9,2.7,2,0.8,1.4,2.8,34.8,17,0,3.5,0
Scottie Barnes,2022,TOR,21,56,26,30,35.2,15.6,6,13.2,45.7,0.9,3.1,30.1,2.6,3.4,76.8,2.4,4.8,7.1,4.9,2,1,0.9,2.2,35.1,14,1,1.7,0
Wendell Carter Jr.,2022,ORL,24,39,16,23,30.1,15.4,5.7,10.7,53.2,1.3,3.5,37,2.7,3.6,75.2,2,6.5,8.5,2.6,2.2,0.4,0.6,2.9,30.1,13,0,-1.4,0
Tobias Harris,2022,PHI,30,53,35,18,33.6,15.4,6.1,12.4,49.6,1.8,4.7,37.3,1.3,1.5,86.6,1,5,6,2.6,1.3,1,0.5,2,29.8,6,0,3.8,0
Jaden Ivey,2022,DET,21,55,15,40,30.1,15.2,5.2,12.3,42,1.4,4.2,33.2,3.5,4.8,72.5,1,2.9,3.9,4.6,2.8,0.9,0.2,3.1,27.5,4,0,-7.7,0
P.J. Washington,2022,CHA,24,59,17,42,32.9,15.2,5.7,12.9,44.2,2,5.8,34.9,1.7,2.3,74.5,1,3.7,4.7,2.4,1.4,0.9,1.1,2.6,29.1,2,0,-5.8,0
Alperen Sengun,2022,HOU,20,53,10,43,28.3,15.1,5.9,10.5,56.2,0.2,0.7,31.6,3.1,4.1,75.3,3.2,5.6,8.8,3.7,2.5,0.8,1,3.4,34.1,18,2,-3.7,0
Kevin Huerter,2022,SAC,24,54,29,25,30.5,14.9,5.5,11.4,47.8,2.6,6.8,39.2,1.3,1.9,69.9,0.6,2.8,3.4,2.9,1.4,1.1,0.3,2.5,26.3,0,0,2.9,0
Harrison Barnes,2022,SAC,31,57,32,25,32.6,14.9,4.6,9.7,47.1,1.7,4.5,37.4,4.1,4.9,83.2,1,3.6,4.6,1.6,1.1,0.8,0.1,1.3,24.3,0,0,2.4,0
Dillon Brooks,2022,MEM,27,52,32,20,30.5,14.8,5.6,14.3,39.1,1.8,5.8,31.2,1.8,2.3,78.8,0.6,2.7,3.3,2.6,1.5,0.8,0.2,3.4,24.1,0,0,4,0
Jarrett Allen,2022,CLE,25,54,35,19,33.3,14.7,6.1,9.4,65.5,0,0.1,12.5,2.4,3.3,71.7,3.2,6.7,9.9,1.7,1.5,0.8,1.2,2.3,33.6,26,0,5.3,0
Malcolm Brogdon,2022,BOS,30,50,35,15,25.3,14.7,5.1,10.6,48.2,2,4.4,45.5,2.5,2.8,88.6,0.7,3.5,4.2,3.7,1.6,0.6,0.3,1.6,26.3,0,0,1.7,0
Bogdan Bogdanovic,2022,ATL,30,34,16,18,29.8,14.6,5.4,12.6,42.8,2.7,7.1,38.3,1.1,1.4,76.6,0.4,2.9,3.4,3,1.2,0.9,0.3,1.7,25.5,0,0,-1.1,0
Saddiq Bey,2022,ATL,24,54,12,42,28.5,14.5,4.6,11.5,40.4,1.9,5.5,34.8,3.4,3.9,86.2,1.1,3.5,4.7,1.6,1,0.9,0.2,1.6,25,2,0,-4.6,0
Brook Lopez,2022,MIL,35,57,40,17,30.3,14.5,5.5,10.9,50.7,1.8,4.9,37.4,1.6,2.1,77,1.9,4.6,6.5,1.2,1.4,0.5,2.4,2.5,31.6,5,0,3.3,0
Bobby Portis,2022,MIL,28,47,30,17,26.8,14.4,6,12,49.9,1.2,3.6,34.1,1.2,1.5,82.9,2.6,7.5,10.1,1.8,1.3,0.5,0.2,1.7,30.1,29,0,0.6,0
Jonas Valanciunas,2022,NOP,31,58,29,29,24.7,14.4,5.7,10.5,54.4,0.5,1.6,34.1,2.4,2.9,82.5,2.9,6.9,9.7,1.7,1.9,0.3,0.5,3.1,28.9,30,0,-1.4,0
Collin Sexton,2022,UTA,24,47,24,23,24,14.3,4.9,9.7,50.7,1,2.5,41,3.4,4.2,82.2,0.8,1.4,2.2,2.9,1.8,0.6,0.1,2.3,21.5,1,0,-0.6,0
Cameron Johnson,2022,BKN,27,20,14,6,25.9,14,4.9,10.5,46.2,2.6,6.2,42.3,1.7,2.2,79.1,0.8,3.1,3.9,1.7,0.5,1,0.4,1.8,24.5,0,0,5.5,0
Luguentz Dort,2022,OKC,24,50,25,25,29.9,14,4.8,11.6,41.2,1.9,5.3,35.6,2.6,3.4,75.6,1.4,2.8,4.1,2.2,1.3,1,0.3,3.3,24.9,2,0,1.6,0
Gordon Hayward,2022,CHA,33,34,12,22,31.2,13.9,5.2,11.2,46.2,1,3.3,31.5,2.5,3.1,81.1,0.7,3.5,4.2,3.6,1.9,0.9,0.2,1.3,25.8,1,0,-2.5,0
Jusuf Nurkic,2022,POR,28,45,23,22,27.3,13.8,5.2,9.8,52.4,0.9,2.2,39,2.6,3.8,68.6,2.3,7.2,9.4,2.9,2.4,0.9,0.9,3.6,32.2,16,0,1,0
Tim Hardaway Jr.,2022,DAL,31,54,31,23,30.2,13.7,4.6,12.2,37.7,2.8,7.9,35.3,1.7,2.3,75.2,0.4,3.3,3.7,1.7,0.9,0.8,0.1,1.6,22.5,0,0,2.4,0
Chris Paul,2022,PHX,38,39,20,19,32,13.7,4.7,11.1,42.6,1.6,4.2,37.4,2.6,3.2,82.9,0.4,3.8,4.2,9.1,2.1,1.6,0.5,2.2,36.4,12,0,0.5,0
Khris Middleton,2022,MIL,31,17,14,3,21.4,13.6,4.9,11.6,42.1,1.4,4.9,28.9,2.4,2.6,93.2,0.6,3.2,3.8,3.9,2,0.6,0.2,2.1,24.6,1,0,4.1,0
Malik Monk,2022,SAC,25,54,31,23,22.6,13.4,4.7,10.6,44.3,1.7,5.1,32.8,2.3,2.6,91.3,0.5,2.1,2.6,3.9,2,0.7,0.2,1.6,23.1,0,0,-0.1,0
Rudy Gobert,2022,MIN,31,50,23,27,30.5,13.3,5.1,7.5,67.6,0,0.1,0,3.1,4.7,67,3.2,8.4,11.6,0.9,1.8,0.8,1.3,3,33.1,22,0,-0.3,0
Malik Beasley,2022,LAL,26,58,29,29,26.4,13.3,4.8,12.1,39.5,3.1,8.6,35.7,0.6,0.8,84.1,0.5,3.1,3.5,1.7,1.1,0.8,0.1,1.4,21.8,1,0,-1.1,0
John Collins,2022,ATL,25,50,26,24,31.1,13.2,5.2,10.2,50.6,0.8,3.2,24.8,2.1,2.6,81.3,1.1,6,7.1,1.2,1.2,0.7,1.2,3.3,28.2,10,0,0.9,0
Lonnie Walker IV,2022,LAL,24,42,17,25,26.7,13.2,4.8,10.5,45.4,1.8,4.8,36.8,1.8,2.1,88.5,0.3,1.8,2.1,1.3,0.9,0.6,0.3,1.5,19.7,0,0,-3.7,0
Markelle Fultz,2022,ORL,25,38,19,19,29.1,13,5.4,10.8,50.1,0.4,1.3,30,1.8,2.4,76.7,1.3,2.8,4,5.5,2.3,1.5,0.4,2.1,29.3,2,0,-3.6,0
Eric Gordon,2022,LAC,34,49,14,35,29.9,13,4.4,10.1,43.6,1.8,5.2,34.8,2.4,2.9,81.8,0.2,1.8,2.1,3,1.7,0.7,0.4,0.9,21.3,0,0,-4.1,0
Trey Murphy III,2022,NOP,23,56,27,29,29.3,12.9,4.4,9.3,48.1,2.2,5.6,39.7,1.8,2,91.1,0.8,2.9,3.7,1.3,0.8,1,0.5,2.1,23,1,0,-1.1,0
Alec Burks,2022,DET,31,46,12,34,22.1,12.9,4,9,44,1.9,4.6,42.4,3,3.7,81.7,0.4,2.6,2.9,2.2,1.2,0.7,0.1,1.9,21.1,0,0,-0.3,0
Nic Claxton,2022,BKN,24,54,30,24,29.5,12.8,5.6,7.7,72.2,0,0,0,1.7,3.3,50.6,2.5,6.5,9,1.6,1.3,0.7,2.6,2.8,34.8,21,0,2.3,0
Tre Jones,2022,SAS,23,52,14,38,29.3,12.8,4.9,11.3,43.6,0.7,2.5,26.5,2.2,2.5,89.1,0.8,2.8,3.6,6.3,1.8,1.3,0.2,1.4,29.1,2,0,-5.5,0
Immanuel Quickley,2022,NYK,24,59,33,26,27.7,12.7,4.4,10.2,43.7,1.7,4.9,35.2,2.1,2.5,82.4,0.7,3.4,4,3.2,1.1,0.8,0.1,2.1,24.1,2,0,3.4,0
Max Strus,2022,MIA,27,57,30,27,30.2,12.6,4.4,11,40.3,2.6,7.7,33.8,1.2,1.3,88,0.7,2.9,3.6,2.2,1,0.6,0.2,2.1,21.6,2,0,-0.9,0
Rui Hachimura,2022,LAL,25,41,22,19,24.8,12.4,5,10.3,48.2,0.9,2.9,32.5,1.6,2.2,70.3,0.9,3.9,4.8,1,1,0.4,0.4,1.1,20.8,1,0,-1.4,0
Dennis Schroder,2022,LAL,29,45,23,22,30.7,12.4,4,9.5,42.2,1.2,3.5,34.6,3.1,3.6,86.5,0.3,2.3,2.6,4.2,1.6,0.7,0.1,2.3,22.7,1,0,0,0
Marcus Morris Sr.,2022,LAC,33,53,29,24,28.7,12.3,4.6,10.7,43,2,5.2,38.1,1.2,1.5,78,0.5,3.8,4.2,1.8,0.8,0.6,0.4,2.2,22.4,2,0,-0.2,0
Jakob Poeltl,2022,TOR,27,49,13,36,26.1,12.2,5.3,8.4,62.9,0,0,0,1.6,2.8,58.8,3.3,5.6,8.9,3,2.1,0.8,1.2,2.7,31.4,11,0,-4.9,0
